Timestamp,Price,RSI,MACD,Volume,BB_Width,Score_Total,Confidence,Signal_Action,News,Sentiment,SL,TP,News_Date
2026-08-22 11:54:38,78522.67,66.98,1034.4075,693.14,-2276.7921,3.0,30.0%,HOLD,"Bitcoin jumps 8.7% to $69,749 after US Treasury bond buyback plan",0.5,,,2026-08-20 09:51:00
